IP Address,Login Source,Login Date & Time
204.86.117.1,Web,"Oct 14, 2019, 8:46:48 PM"
204.86.117.1,Web,"Oct 16, 2019, 12:36:02 PM"
204.86.117.1,Web,"Oct 17, 2019, 1:35:31 PM"
204.86.117.1,Web,"Oct 18, 2019, 1:22:10 PM"
204.86.117.1,Web,"Oct 21, 2019, 12:08:19 PM"
204.86.117.1,Web,"Oct 22, 2019, 12:29:21 PM"
204.86.117.1,Web,"Oct 23, 2019, 12:20:32 PM"
204.86.117.1,Web,"Oct 28, 2019, 3:41:26 PM"
204.86.117.1,Web,"Oct 29, 2019, 12:48:01 PM"
204.86.117.1,Web,"Oct 30, 2019, 1:58:34 PM"
204.86.117.1,Web,"Oct 31, 2019, 1:48:32 PM"
204.86.117.1,Web,"Nov 1, 2019, 3:09:03 PM"
204.86.117.1,Web,"Nov 7, 2019, 1:19:07 PM"
204.86.117.1,Web,"Nov 8, 2019, 1:41:40 PM"
204.86.117.1,Web,"Nov 11, 2019, 1:12:13 PM"
204.86.117.1,Web,"Nov 12, 2019, 1:38:52 PM"
204.86.117.1,Web,"Nov 14, 2019, 1:31:58 PM"
204.86.117.1,Web,"Nov 15, 2019, 1:58:31 PM"
204.86.117.1,Web,"Nov 18, 2019, 1:41:17 PM"
204.86.117.1,Web,"Nov 19, 2019, 1:54:51 PM"
204.86.117.1,Web,"Nov 20, 2019, 1:15:25 PM"
204.86.117.1,Web,"Nov 21, 2019, 1:50:51 PM"
204.86.117.1,Web,"Nov 22, 2019, 7:19:31 PM"
204.86.117.1,Web,"Nov 25, 2019, 1:58:52 PM"
204.86.117.1,Web,"Nov 26, 2019, 2:27:10 PM"
204.86.117.1,Web,"Nov 27, 2019, 2:30:58 PM"
204.86.117.1,Web,"Dec 2, 2019, 4:03:32 PM"
204.86.117.1,Web,"Dec 3, 2019, 2:43:19 PM"
204.86.117.1,Web,"Dec 4, 2019, 1:54:14 PM"
204.86.117.1,Web,"Dec 5, 2019, 1:54:29 PM"
204.86.117.1,Web,"Dec 6, 2019, 1:44:15 PM"
73.229.98.114,Web,"Dec 6, 2019, 8:43:17 PM"
204.86.117.1,Web,"Dec 9, 2019, 1:48:58 PM"
204.86.117.1,Web,"Dec 10, 2019, 2:03:29 PM"
204.86.117.1,Web,"Dec 11, 2019, 2:32:20 PM"
204.86.117.1,Web,"Dec 12, 2019, 1:48:37 PM"
204.86.117.1,Web,"Dec 16, 2019, 3:41:08 PM"
204.86.117.1,Web,"Dec 16, 2019, 10:08:45 PM"
204.86.117.1,Web,"Dec 17, 2019, 2:28:59 PM"
204.86.117.1,Web,"Dec 18, 2019, 1:53:38 PM"
204.86.117.1,Web,"Dec 19, 2019, 2:37:54 PM"
204.86.117.1,Web,"Dec 20, 2019, 2:04:20 PM"
204.86.117.1,Web,"Dec 30, 2019, 1:34:46 PM"
204.86.117.1,Web,"Dec 31, 2019, 1:51:09 PM"
204.86.117.1,Web,"Jan 2, 2020, 1:36:11 PM"
204.86.117.1,Web,"Jan 3, 2020, 1:43:31 PM"
204.86.117.1,Web,"Jan 6, 2020, 1:22:54 PM"
204.86.117.1,Web,"Jan 6, 2020, 4:32:21 PM"
204.86.117.1,Web,"Jan 7, 2020, 1:12:25 PM"
204.86.117.1,Web,"Jan 8, 2020, 1:55:05 PM"
204.86.117.1,Web,"Jan 9, 2020, 1:51:44 PM"
204.86.117.1,Web,"Jan 9, 2020, 9:01:04 PM"
204.86.117.1,Web,"Jan 10, 2020, 1:40:38 PM"
204.86.117.1,Web,"Jan 13, 2020, 1:36:36 PM"
204.86.117.1,Web,"Jan 14, 2020, 1:47:27 PM"
204.86.117.1,Web,"Jan 15, 2020, 1:39:26 PM"
204.86.117.1,Web,"Jan 16, 2020, 2:20:00 PM"
204.86.117.1,Web,"Jan 17, 2020, 1:42:57 PM"
73.229.98.114,Web,"Jan 19, 2020, 4:04:43 PM"
204.86.117.1,Web,"Jan 20, 2020, 1:48:43 PM"
204.86.117.1,Web,"Jan 21, 2020, 1:47:57 PM"
204.86.117.1,Web,"Jan 22, 2020, 1:40:44 PM"
204.86.117.1,Web,"Jan 23, 2020, 1:24:46 PM"
204.86.117.1,Web,"Jan 24, 2020, 1:47:51 PM"
204.86.117.1,Web,"Jan 27, 2020, 3:02:49 PM"
73.229.98.114,Web,"Jan 28, 2020, 3:17:59 AM"
204.86.117.1,Web,"Jan 28, 2020, 1:46:22 PM"
204.86.117.1,Web,"Jan 29, 2020, 1:47:07 PM"
204.86.117.1,Web,"Jan 30, 2020, 1:11:09 PM"
204.86.117.1,Web,"Feb 3, 2020, 2:10:46 PM"
73.229.98.114,Web,"Feb 3, 2020, 10:25:50 PM"
204.86.117.1,Web,"Feb 4, 2020, 2:09:59 PM"
204.86.117.1,Web,"Feb 5, 2020, 1:55:04 PM"
204.86.117.1,Web,"Feb 6, 2020, 1:42:35 PM"
204.86.117.1,Web,"Feb 7, 2020, 1:47:09 PM"
2601:285:8300:835:b9f9:84d4:93dc:60a5,Web,"Feb 8, 2020, 5:21:48 AM"
204.86.117.1,Web,"Feb 10, 2020, 12:56:59 PM"
204.86.117.1,Web,"Feb 11, 2020, 1:46:11 PM"
204.86.117.1,Web,"Feb 12, 2020, 1:47:23 PM"
73.229.98.114,Web,"Feb 13, 2020, 2:49:14 AM"
204.86.117.1,Web,"Feb 13, 2020, 2:32:08 PM"
204.86.117.1,Web,"Feb 14, 2020, 1:48:57 PM"
204.86.117.1,Web,"Feb 17, 2020, 1:34:09 PM"
204.86.117.1,Web,"Feb 18, 2020, 1:41:41 PM"
204.86.117.1,Web,"Feb 19, 2020, 1:32:41 PM"
204.86.117.1,Web,"Feb 20, 2020, 1:30:00 PM"
204.86.117.1,Web,"Feb 21, 2020, 1:56:47 PM"
204.86.117.1,Web,"Feb 24, 2020, 1:31:45 PM"
204.86.117.1,Web,"Feb 25, 2020, 1:41:16 PM"
204.86.117.1,Web,"Feb 26, 2020, 1:58:32 PM"
204.86.117.1,Web,"Feb 26, 2020, 9:31:53 PM"
204.86.117.1,Web,"Feb 27, 2020, 1:41:34 PM"
204.86.117.1,Web,"Feb 27, 2020, 4:39:50 PM"
204.86.117.1,Web,"Feb 28, 2020, 1:46:08 PM"
204.86.117.1,Web,"Mar 2, 2020, 1:47:52 PM"
204.86.117.1,Web,"Mar 3, 2020, 1:27:52 PM"
204.86.117.1,Web,"Mar 4, 2020, 1:21:26 PM"
204.86.117.1,Web,"Mar 5, 2020, 2:04:35 PM"
204.86.117.1,Web,"Mar 6, 2020, 1:46:51 PM"
204.86.117.1,Web,"Mar 9, 2020, 12:44:14 PM"
204.86.117.1,Web,"Mar 9, 2020, 4:35:17 PM"
204.86.117.1,Web,"Mar 10, 2020, 12:36:25 PM"
204.86.117.1,Web,"Mar 11, 2020, 12:28:59 PM"
12.231.151.100,Web,"Mar 12, 2020, 12:40:56 PM"
204.86.117.1,Web,"Mar 13, 2020, 12:48:07 PM"
204.86.117.1,Web,"Mar 16, 2020, 2:20:38 PM"
204.86.117.1,Web,"Mar 16, 2020, 9:59:14 PM"
204.86.117.1,Web,"Mar 17, 2020, 1:20:36 PM"
204.86.117.1,Web,"Mar 18, 2020, 2:10:46 AM"
204.86.117.1,Web,"Mar 18, 2020, 12:50:56 PM"
204.86.117.1,Web,"Mar 18, 2020, 5:46:27 PM"
204.86.117.1,Web,"Mar 19, 2020, 2:01:25 PM"
204.86.117.1,Web,"Mar 20, 2020, 1:00:18 PM"
204.86.117.1,Web,"Mar 23, 2020, 2:49:33 PM"
204.86.117.1,Web,"Mar 24, 2020, 12:57:06 PM"
204.86.117.1,Web,"Mar 25, 2020, 12:51:04 PM"
204.86.117.1,Web,"Mar 25, 2020, 3:03:34 PM"
204.86.117.1,Web,"Mar 26, 2020, 1:05:00 PM"
204.86.117.1,Web,"Mar 27, 2020, 12:57:16 PM"
204.86.117.1,Web,"Mar 30, 2020, 1:02:43 PM"
204.86.117.1,Web,"Mar 31, 2020, 12:45:36 PM"
204.86.117.1,Web,"Mar 31, 2020, 7:54:50 PM"
204.86.117.1,Web,"Apr 1, 2020, 12:28:28 PM"
204.86.117.1,Web,"Apr 1, 2020, 4:08:57 PM"
204.86.117.1,Web,"Apr 1, 2020, 6:26:25 PM"
204.86.117.1,Web,"Apr 2, 2020, 1:14:30 PM"
204.86.117.1,Web,"Apr 2, 2020, 8:13:21 PM"
204.86.117.1,Web,"Apr 3, 2020, 1:23:21 PM"
204.86.117.1,Web,"Apr 6, 2020, 1:10:00 PM"
204.86.117.1,Web,"Apr 7, 2020, 1:01:12 PM"
204.86.117.1,Web,"Apr 7, 2020, 2:45:08 PM"
204.86.117.1,Web,"Apr 8, 2020, 1:19:58 PM"
204.86.117.1,Web,"Apr 9, 2020, 12:51:15 PM"
204.86.117.1,Web,"Apr 10, 2020, 1:41:11 PM"
204.86.117.1,Web,"Apr 13, 2020, 1:05:26 PM"
204.86.117.1,Web,"Apr 14, 2020, 1:12:00 PM"
204.86.117.1,Web,"Apr 14, 2020, 4:01:23 PM"
204.86.117.1,Web,"Apr 14, 2020, 6:40:21 PM"
204.86.117.1,Web,"Apr 15, 2020, 1:04:29 PM"
204.86.117.1,Web,"Apr 16, 2020, 2:52:34 PM"
204.86.117.1,Web,"Apr 17, 2020, 4:04:26 PM"
204.86.117.1,Web,"Apr 20, 2020, 1:04:59 PM"
204.86.117.1,Web,"Apr 21, 2020, 1:08:20 PM"
204.86.117.1,Web,"Apr 22, 2020, 1:01:56 PM"
204.86.117.1,Web,"Apr 22, 2020, 6:24:56 PM"
204.86.117.1,Web,"Apr 23, 2020, 1:14:02 PM"
204.86.117.1,Web,"Apr 23, 2020, 9:40:30 PM"
204.86.117.1,Web,"Apr 24, 2020, 1:00:23 PM"
204.86.117.1,Web,"Apr 24, 2020, 7:57:53 PM"
204.86.117.1,Web,"Apr 27, 2020, 1:19:33 PM"
204.86.117.1,Web,"Apr 28, 2020, 1:09:48 PM"
204.86.117.1,Web,"Apr 28, 2020, 1:34:30 PM"
204.86.117.1,Web,"Apr 28, 2020, 5:40:12 PM"
204.86.117.1,Web,"Apr 29, 2020, 1:15:52 PM"
204.86.117.1,Web,"Apr 30, 2020, 12:54:49 PM"
204.86.117.1,Web,"Apr 30, 2020, 9:29:58 PM"
204.86.117.1,Web,"May 1, 2020, 1:27:36 PM"
204.86.117.1,Web,"May 4, 2020, 1:12:58 PM"
204.86.117.1,Web,"May 4, 2020, 10:57:28 PM"
204.86.117.1,Web,"May 5, 2020, 1:04:51 PM"
204.86.117.1,Web,"May 6, 2020, 1:12:51 PM"
204.86.117.1,Web,"May 6, 2020, 8:53:28 PM"
204.86.117.1,Web,"May 7, 2020, 1:37:44 PM"
204.86.117.1,Web,"May 8, 2020, 12:01:27 AM"
204.86.117.1,Web,"May 8, 2020, 1:21:20 PM"
204.86.117.1,Web,"May 11, 2020, 1:13:55 PM"
204.86.117.1,Web,"May 11, 2020, 5:16:25 PM"
204.86.117.1,Web,"May 12, 2020, 1:02:06 PM"
204.86.117.1,Web,"May 13, 2020, 1:08:29 PM"
204.86.117.1,Web,"May 13, 2020, 10:09:52 PM"
204.86.117.1,Web,"May 14, 2020, 1:06:38 PM"
204.86.117.1,Web,"May 15, 2020, 1:15:48 PM"
204.86.117.1,Web,"May 15, 2020, 8:15:28 PM"
204.86.117.1,Web,"May 18, 2020, 1:05:57 PM"
204.86.117.1,Web,"May 19, 2020, 1:38:32 PM"
204.86.117.1,Web,"May 20, 2020, 1:20:19 PM"
204.86.117.1,Web,"May 20, 2020, 9:41:53 PM"
204.86.117.1,Web,"May 21, 2020, 1:07:07 PM"
204.86.117.1,Web,"May 22, 2020, 1:29:45 PM"
204.86.117.1,Web,"May 22, 2020, 6:11:26 PM"
204.86.117.1,Web,"May 26, 2020, 1:08:28 PM"
204.86.117.1,Web,"May 26, 2020, 2:52:31 PM"
204.86.117.1,Web,"May 27, 2020, 1:10:11 PM"
204.86.117.1,Web,"May 27, 2020, 9:02:57 PM"
204.86.117.1,Web,"May 28, 2020, 1:06:20 PM"
204.86.117.1,Web,"May 28, 2020, 6:42:29 PM"
204.86.117.1,Web,"May 29, 2020, 1:08:56 PM"
192.82.42.1,Web,"Jun 1, 2020, 1:21:44 PM"
192.82.42.1,Web,"Jun 1, 2020, 5:10:17 PM"
192.82.42.1,Web,"Jun 1, 2020, 8:41:28 PM"
192.82.42.1,Web,"Jun 2, 2020, 12:51:42 PM"
192.82.42.1,Web,"Jun 3, 2020, 1:02:11 PM"
192.82.42.1,Web,"Jun 4, 2020, 1:14:51 PM"
192.82.42.1,Web,"Jun 5, 2020, 1:00:05 PM"
192.82.42.1,Web,"Jun 5, 2020, 3:21:52 PM"
192.82.42.1,Web,"Jun 8, 2020, 1:10:48 PM"
192.82.42.1,Web,"Jun 9, 2020, 1:13:09 PM"
192.82.42.1,Web,"Jun 10, 2020, 1:08:39 PM"
192.82.42.1,Web,"Jun 11, 2020, 1:05:49 PM"
192.82.42.1,Web,"Jun 12, 2020, 1:32:33 PM"
192.82.42.1,Web,"Jun 15, 2020, 1:16:40 PM"
192.82.42.1,Web,"Jun 16, 2020, 12:59:35 PM"
192.82.42.1,Web,"Jun 17, 2020, 1:21:21 PM"
192.82.42.1,Web,"Jun 17, 2020, 9:30:01 PM"
192.82.42.1,Web,"Jun 18, 2020, 1:16:52 PM"
192.82.42.1,Web,"Jun 19, 2020, 12:57:57 PM"
192.82.42.1,Web,"Jun 22, 2020, 12:38:27 PM"
192.82.42.1,Web,"Jun 22, 2020, 8:38:05 PM"
192.82.42.1,Web,"Jun 23, 2020, 1:01:52 PM"
192.82.42.1,Web,"Jun 24, 2020, 12:32:40 PM"
192.82.42.1,Web,"Jun 24, 2020, 10:02:09 PM"
192.82.42.1,Web,"Jun 25, 2020, 1:25:06 PM"
192.82.42.1,Web,"Jun 26, 2020, 1:01:38 PM"
192.82.42.1,Web,"Jun 29, 2020, 12:27:52 PM"
192.82.42.1,Web,"Jun 30, 2020, 12:46:40 PM"
192.82.42.1,Web,"Jul 1, 2020, 1:10:16 PM"
192.82.42.1,Web,"Jul 2, 2020, 1:09:48 PM"
192.82.42.1,Web,"Jul 6, 2020, 12:49:39 PM"
192.82.42.1,Web,"Jul 7, 2020, 12:54:13 PM"
192.82.42.1,Web,"Jul 8, 2020, 3:14:18 PM"
192.82.42.1,Web,"Jul 9, 2020, 1:00:49 PM"
192.82.42.1,Web,"Jul 10, 2020, 3:03:05 PM"
192.82.42.1,Web,"Jul 13, 2020, 1:49:30 PM"
192.82.42.1,Web,"Jul 14, 2020, 3:00:53 PM"
192.82.42.1,Web,"Jul 14, 2020, 6:15:21 PM"
192.82.42.1,Web,"Jul 15, 2020, 1:27:25 PM"
192.82.42.1,Web,"Jul 16, 2020, 1:03:11 PM"
192.82.42.1,Web,"Jul 17, 2020, 1:11:17 PM"
192.82.42.1,Web,"Jul 20, 2020, 1:05:20 PM"
192.82.42.1,Web,"Jul 21, 2020, 5:41:20 PM"
192.82.42.1,Web,"Jul 22, 2020, 1:03:29 PM"
192.82.42.1,Web,"Jul 22, 2020, 4:35:30 PM"
192.82.42.1,Web,"Jul 23, 2020, 4:55:37 PM"
192.82.42.1,Web,"Jul 23, 2020, 11:03:39 PM"
192.82.42.1,Web,"Jul 24, 2020, 6:43:10 PM"
192.82.42.1,Web,"Jul 27, 2020, 12:54:49 PM"
192.82.42.1,Web,"Jul 28, 2020, 1:05:34 PM"
192.82.42.1,Web,"Jul 29, 2020, 12:56:51 PM"
192.82.42.1,Web,"Jul 30, 2020, 12:56:34 PM"
192.82.42.1,Web,"Jul 31, 2020, 10:41:31 PM"
192.82.42.1,Web,"Aug 6, 2020, 1:08:35 PM"
192.82.42.1,Web,"Aug 10, 2020, 3:33:26 PM"
192.82.42.1,Web,"Aug 11, 2020, 1:03:43 PM"
192.82.42.1,Web,"Aug 12, 2020, 12:58:25 PM"
192.82.42.1,Web,"Aug 13, 2020, 12:48:17 PM"
192.82.42.1,Web,"Aug 14, 2020, 2:05:23 PM"
192.82.42.1,Web,"Aug 17, 2020, 1:00:34 PM"
192.82.42.1,Web,"Aug 18, 2020, 1:00:55 PM"
192.82.42.1,Web,"Aug 18, 2020, 5:42:22 PM"
192.82.42.1,Web,"Aug 19, 2020, 12:14:33 PM"
192.82.42.1,Web,"Aug 20, 2020, 12:38:38 PM"
192.82.42.1,Web,"Aug 21, 2020, 1:31:26 PM"
192.82.42.1,Web,"Aug 24, 2020, 1:21:29 PM"
192.82.42.1,Web,"Aug 25, 2020, 1:00:32 PM"
192.82.42.1,Web,"Aug 26, 2020, 12:18:17 PM"
192.82.42.1,Web,"Aug 27, 2020, 12:41:08 PM"
192.82.42.1,Web,"Aug 28, 2020, 1:14:35 PM"
192.82.42.1,Web,"Aug 31, 2020, 1:10:12 PM"
192.82.42.1,Web,"Sep 1, 2020, 1:28:21 PM"
192.82.42.1,Web,"Sep 2, 2020, 1:19:50 PM"
192.82.42.1,Web,"Sep 3, 2020, 1:28:52 PM"
192.82.42.1,Web,"Sep 4, 2020, 1:30:55 PM"
192.82.42.1,Web,"Sep 8, 2020, 1:01:50 PM"
192.82.42.1,Web,"Sep 9, 2020, 12:57:55 PM"
192.82.42.1,Web,"Sep 10, 2020, 1:00:54 PM"
192.82.42.1,Web,"Sep 10, 2020, 8:35:45 PM"
192.82.42.1,Web,"Sep 11, 2020, 1:03:36 PM"
192.82.42.1,Web,"Sep 21, 2020, 12:41:55 PM"
192.82.42.1,Web,"Sep 22, 2020, 1:53:41 PM"
192.82.42.1,Web,"Sep 23, 2020, 1:10:27 PM"
192.82.42.1,Web,"Sep 24, 2020, 2:39:06 PM"
192.82.42.1,Web,"Sep 25, 2020, 1:23:18 PM"
192.82.42.1,Web,"Sep 28, 2020, 1:28:17 PM"
192.82.42.1,Web,"Sep 28, 2020, 7:25:19 PM"
192.82.42.1,Web,"Sep 29, 2020, 1:05:52 PM"
192.82.42.1,Web,"Sep 30, 2020, 1:41:49 PM"
192.82.42.1,Web,"Oct 1, 2020, 1:23:18 PM"
192.82.42.1,Web,"Oct 2, 2020, 2:36:09 PM"
192.82.42.1,Web,"Oct 5, 2020, 1:18:14 PM"
192.82.42.1,Web,"Oct 5, 2020, 8:21:33 PM"
192.82.42.1,Web,"Oct 6, 2020, 12:50:07 PM"
192.82.42.1,Web,"Oct 7, 2020, 2:06:16 PM"
192.82.42.1,Web,"Oct 8, 2020, 1:18:26 PM"
192.82.42.1,Web,"Oct 9, 2020, 1:11:52 PM"
192.82.42.1,Web,"Oct 9, 2020, 4:21:19 PM"
192.82.42.1,Web,"Oct 12, 2020, 1:07:47 PM"
192.82.42.1,Web,"Oct 12, 2020, 7:53:53 PM"
192.82.42.1,Web,"Oct 13, 2020, 1:20:29 PM"
192.82.42.1,Web,"Oct 13, 2020, 10:35:28 PM"
192.82.42.1,Web,"Oct 14, 2020, 6:31:08 PM"
192.82.42.1,Web,"Oct 15, 2020, 1:50:02 PM"
192.82.42.1,Web,"Oct 16, 2020, 1:29:12 PM"
192.82.42.1,Web,"Oct 19, 2020, 2:24:07 PM"
192.82.42.1,Web,"Oct 19, 2020, 9:17:37 PM"
192.82.42.1,Web,"Oct 20, 2020, 1:25:17 PM"
192.82.42.1,Web,"Oct 21, 2020, 1:24:36 PM"
192.82.42.1,Web,"Oct 21, 2020, 6:42:52 PM"
192.82.42.1,Web,"Oct 22, 2020, 1:45:18 PM"
192.82.42.1,Web,"Oct 23, 2020, 1:24:21 PM"
192.82.42.1,Web,"Oct 26, 2020, 1:07:14 PM"
192.82.42.1,Web,"Oct 26, 2020, 7:29:29 PM"
192.82.42.1,Web,"Oct 27, 2020, 1:11:54 PM"
192.82.42.1,Web,"Oct 28, 2020, 1:32:52 PM"
192.82.42.1,Web,"Oct 29, 2020, 1:17:51 PM"
192.82.42.1,Web,"Oct 30, 2020, 1:58:28 PM"
192.82.42.1,Web,"Nov 2, 2020, 2:02:22 PM"
192.82.42.1,Web,"Nov 2, 2020, 8:48:26 PM"
192.82.42.1,Web,"Nov 3, 2020, 2:31:15 PM"
192.82.42.1,Web,"Nov 4, 2020, 2:37:18 PM"
192.82.42.1,Web,"Nov 5, 2020, 2:05:31 PM"
192.82.42.1,Web,"Nov 9, 2020, 2:37:23 PM"
192.82.42.1,Web,"Nov 9, 2020, 8:34:26 PM"
192.82.42.1,Web,"Nov 10, 2020, 2:29:07 PM"
192.82.42.1,Web,"Nov 10, 2020, 8:08:53 PM"
192.82.42.1,Web,"Nov 11, 2020, 2:46:08 PM"
192.82.42.1,Web,"Nov 11, 2020, 11:41:15 PM"
192.82.42.1,Web,"Nov 12, 2020, 2:36:49 PM"
192.82.42.1,Web,"Nov 13, 2020, 3:10:26 PM"
192.82.42.1,Web,"Nov 13, 2020, 6:50:20 PM"
192.82.42.1,Web,"Nov 16, 2020, 2:48:14 PM"
192.82.42.1,Web,"Nov 17, 2020, 7:54:06 PM"
192.82.42.1,Web,"Nov 18, 2020, 4:44:10 PM"
192.82.42.1,Web,"Nov 19, 2020, 2:08:53 PM"
